post,subject
各位大神，投入结构的变化对结构产生怎样的影响，测度这个需要用什么方法,统计
"联立方程模型当中，两个被解释变量互为解释变量，但是Y1=a/z，Y2=z/b，可以看到z是其中共同的一个计算指标。

但是他们互为解释变量，所以在回归的结果中，会有什么影响，除了换变量以外有没有什么其他解决办法",统计
中国近年动物骨肽食品的市场行情,统计
"原序列非平稳，一阶差分后平稳，附原序列自相关图与差分后自相关图，请问我可以建立ARIMA模型么，p、q值怎么确定呢


",统计
如图，希望把BidTime变量转换成相应的文本格式以便于提取日期信息，用过多种转换成文本数据的方法，均转换成一列数字了，求问各位大佬，有什么解决办法吗？,统计
"【大神】求助脉冲响应函数检验结果怎么看？
双学位金融学，没学好计量，在论坛看了一下午还是不懂，所以急求大神解答！感激不尽！
",统计
做Fama三因子或五因子模型的时候5*5检验时，GRS检验怎么做啊，具体思路是什么，求救啊！,统计
"matlab蒙特卡洛模拟10000次股票收益率，已知三只股票期望收益率分别为0.128%/0.023%/-0.022%
，标准差分别为0.0146/0.0152/0.0109，协方差分别为0.0001022/0.0000691/0.00007满足联合正态分布，想输出两年随机收益率然后模拟100万次得到收益率分布及基本统计特征
这不是很会编程有的说用crystalball来做
希望大神指点一下写论文研究用的

",统计
Blinder-Oaxaca分解的结果怎么分析,统计
如果A变量同时是一、二阶单整，B变量是二阶单整，那么可以A、B变量同时使用二阶差分来检验后面的协整关系吗？结果会有什么影响吗？求大神啊~~~,统计
有大神能告知做方差分解检验的操作步骤吗？谢谢,统计
请问用R语言怎么求解矩阵方程组？,统计
在计算信效度时遇到一个非常疑惑的点。举个例子，问卷的所有问题都是这样的模式。如问1、你吃水果吗。回答是“吃”的话。接下来会有一系列问题，如你吃水果的频率是一天三次、一天一次、两天一次，每次吃水果的种类数是1、3、5，吃水果对的量是多少等这些问题。在计算信度的时候应该选哪个问题来计算呢,统计
"stata：如何通过问题来生成变量？比如：一个问题问：在您找工作的过程中，给您提供过帮助的人与您都有哪些关系？（多选）
1.家人2.亲属3.一般朋友4.同乡5.同事
如果我想把1和2合并为一类，产生一个变量，比如叫做强关系，把3.4.5合并为一类，产生一个变量，比如叫弱关系，强弱关系都是相对来说的。如何通过stata操作成立呢？谢谢",统计
"stata做完ivprobit和ivtobit之后怎么报告边际效应，为什么我用margins之后出来的边际效应和回归系数是一样的呢？求问论坛高手们！
",统计
二元logit回归结果“B”系数是否正常（偏大）？这个表有问题吗？谢谢了,统计
R语言如何实现Softmax回归？（多分类问题）,统计
生存分析法中的删失数据是什么意思？,统计
请问大家用stata计算帕累托指数的时候怎么获得位序呢,统计
如何用ArcMap在中国地图上找到所有相邻（有公共边）的地级市？,统计
请问有没有一本R语言书讲到广义矩估计的实例,统计
安装了anaconda3，想用conda命令环境变量已设置，但是还是显示conda不是内部或外部命令，请问有没有其他可能原因导致？,统计
请问如何用stata做修正的琼斯模型求可操纵应计利润？不需要分行业。越详细越好！！谢谢各位大神！,统计
因变量是连续变量，自变量是一个连续变量和十个定性变量。残差图的分布明显不是正态分布，我猜测是定性变量造成的。请问有同学遇到过类似的情况吗？应该如何优化模型？感谢！,统计
求助，有序回归分析结果中，一个因素对结果有影响，但加入另一个因素后，原因素对结果的影响变得没有显著性，这种情况该怎么分析？,统计
随机前沿引力模型具体在stata中是如何操作的呢？求大神，谢谢！,统计
请问哪位大神有省部共建高校的财务数据（主要是支出和预算），部分也行？,统计
您好，向您请教一个关于logistic回归的问题。利用财务数据进行因子分析后，得到的主成分可以直接进,统计
"如何根据诊断公式选取绝对的病例和对照

1、根据已有金标准和试验结果已经得出一个诊断公式
2、想要拿这个诊断公式去筛选人群中的绝对病人和对照，是选择灵敏度和特异度分别为100%时的切点来筛选吗？
3、如果这么做，挑选的病例数太少，而且理论依据不充分。求各位大侠指点迷津",统计
想问一下各位大神，本人想使用两年的cgss数据进行对比分析，但是两年间我想研究的因变量的问题的问法有些不同了，这样还能做对比分析吗？跪谢各位！,统计
R语言中，outer()与kronecker()有什么区别？,统计
CHARLS问卷是根据什么选取的14种慢性病？,统计
自变量是0-4的有序数据，但是0-4的分布是不均匀的，主要分布在0、1、2上，那这种自变量在做回归的时候需要处理吗？会影响回归方法的选择吗？,统计
二元logit回归B值系数大。设计的量表形式（1～5评分）的问卷，19个自变量（好像严格说来这种有序,统计
"某人通过回归获得了一项估计式：(TestScore)&#770;=240.29-6.58X1，对应的标准差分别为20.30，3.21。
1、检验原假设H0:β0=0，计算β0的t检验值，并说明在5%的置信水平下，是否拒绝原假设。如果在1%的置信水平下呢？
2、计算估计的β0的99%置信区间。
3、检验原假设H0:β1=-2.6，计算β1的P值。说明分别在5%和1%的水平下，是否拒绝原假设？
4、计算估计的β1的95%的置信区间。
",统计
"考虑在模型中，被解释变量是0-1哑变量。
（1）Pr(y=1Ix)=β0+β1x，解释X系数的含义

（2）若估计Probit模型Pr(y=1Ix)=φ(β0+β1x)，请说明X变量增加一个单位时，Y变量如何变化。

",统计
?以地区为2水平，个体为1水平，是否患病为结果变量，拟合多水平零模型。结果显示2水平结果无意义，但是单因素卡方检验结果显示地区间的患病率有差异，请问这要怎么解释？求大神指导！,统计
机器监测，检测量会有波动，如何提取特征值来代替原始数据,统计
"
logistics回归中结局数为0如何进行统计分析？
急求助：

结局是否糖尿病，分组是低体重、体重正常（参照）、超重、肥胖，分性别后女性中低体重组患糖尿病者为0，用R进行条件logistics回归，警告迭代不收敛，参数如下：

coefexp(coef)se(coef)zPr(>|z|)

3.351e+013.582e+140.000e+00Inf<2e-16***

求助如何处理？是否就不能进行分析？",统计
有木有哪位大神知道用SPSS进行测量盈余管理程度的详细步骤啊，求帮助,统计
请问面板数据回归模型选择为固定效应模型，加入时间虚拟变量需要再进行F检验和Huasman检验吗？我加入虚拟变量后模型选择变成随机效应模型了，请问是怎么回事啊？,统计
请教，面板数据分析中怎么分析截面数据，也就是各省份的数据？用stata。感谢。,统计
请问frontier4.1怎么处理多产出情况？,统计
"我想将Data1,Data2,Data3在保存时就分别存入Mydata.xlsx这个表格的sheet[1:3]中，我的语言应该怎么写？",统计
stata做集中指数分解及贡献值如何操作？想用集中指数分解法分析数据，得出分解的集中指数和贡献值，不知哪个大神可以指点一下，多谢！,统计
sas用tabulate做了两张表，怎么把两张表合并？求大神指教,统计
面板数据stata回归加入行业和年度的哑变量，其中行业的被drop.说自变量与行业（截面变量）共线。,统计
请问验证两个二分变量对因变量（也是二分变量）的交互作用，要用什么分析方法呢？用SPSS怎么做？,统计
